Month,Scheduled Operator,Country to/from,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year
Sep010,V Australia,Thailand,"3,741",213.2,0.0,"4,002",0.1,0.0,2010
Sep010,V Australia,USA,"15,736",378.1,0.0,"15,755",397.1,0.0,2010
Sep010,Vietnam Airlines,Vietnam,"7,137",298.9,0.0,"9,187",66.0,0.0,2010
Sep010,Virgin Atlantic Airways,Hong Kong (SAR),"4,591",519.5,0.0,"4,377",156.7,0.0,2010
Sep010,Virgin Atlantic Airways,UK,"2,730",38.8,0.0,"2,168",28.9,0.0,2010
Sep010,Virgin Australia,Fiji,"6,883",0.1,0.0,"6,890",3.9,0.0,2010
Sep010,Virgin Australia,Indonesia,"16,327",0.0,0.0,"15,512",0.0,0.0,2010
Sep010,Virgin Australia,New Zealand,"36,201",77.7,0.0,"40,282",40.1,0.0,2010
Sep010,Virgin Australia,Papua New Guinea,"1,998",0.5,0.0,"2,240",15.2,0.0,2010
Sep010,Virgin Australia,Solomon Islands,"1,028",0.0,0.0,"1,099",4.7,0.0,2010
Sep010,Virgin Australia,Thailand,"1,480",0.0,0.0,"1,524",0.0,0.0,2010
Sep010,Virgin Australia,Tonga,"1,205",1.8,0.0,"1,217",2.9,0.0,2010
Sep010,Virgin Australia,Vanuatu,"2,766",2.0,0.0,"2,989",10.1,0.0,2010
Sep010,Virgin Samoa,Western Samoa,"1,722",1.5,0.0,"1,941",1.8,0.0,2010
Oct010,Aerolineas Argentinas,Argentina,"1,539",19.5,2.2,"1,285",49.8,0.0,2010
Oct010,Aerolineas Argentinas,New Zealand,"1,720",50.7,0.0,"1,416",42.1,0.0,2010
Oct010,Air Austral,France,104,1.4,0.0,24,5.6,0.0,2010
Oct010,Air Austral,Reunion,"1,173",2.0,0.0,886,15.2,0.0,2010
Oct010,Air Australia,Indonesia,"1,934",0.0,0.0,"1,573",0.0,0.0,2010
Oct010,Air Caledonie,New Caledonia,"3,457",2.5,0.9,"3,341",87.4,3.3,2010
Oct010,Air Canada,Canada,"7,887",267.6,45.1,"5,156",191.2,0.0,2010
Oct010,Air China,China,"10,235",338.0,34.6,"10,411",211.4,7.0,2010
Oct010,Air Mauritius,Mauritius,"1,950",57.9,0.1,"1,357",30.5,0.0,2010
Oct010,Air New Zealand,Cook Islands,"1,024",2.5,0.0,768,4.6,0.0,2010
Oct010,Air New Zealand,New Zealand,"96,742","1,996.3",293.2,"97,164","1,661.0",4.0,2010
Oct010,Air Niugini,Papua New Guinea,"8,214",69.6,0.8,"8,123",253.5,13.2,2010
Oct010,Air Pacific,Fiji,"21,911",543.7,2.5,"19,807",267.3,11.0,2010
Oct010,Air Vanuatu,Vanuatu,"5,069",16.1,5.7,"4,644",37.5,2.2,2010
Oct010,AirAsia X,Malaysia,"37,291","1,198.1",0.0,"32,564",117.2,0.0,2010
Oct010,Airlines PNG,Papua New Guinea,197,0.6,0.0,140,4.1,0.0,2010
Oct010,Asiana Airlines,Korea,"9,004",199.7,40.6,"7,659",149.7,0.0,2010
Oct010,British Airways,Singapore,"2,527",158.5,0.0,"1,967",195.8,0.0,2010
Oct010,British Airways,Thailand,"3,871",82.0,0.0,"2,733",33.2,0.0,2010
Oct010,British Airways,UK,"10,430",358.1,28.8,"6,279",122.1,0.0,2010
Oct010,Cathay Pacific Airways,Hong Kong (SAR),"67,812","4,207.5",340.3,"55,969","2,424.7",25.9,2010
Oct010,China Airlines,Taiwan,"8,031",177.3,13.5,"6,299",77.6,0.3,2010
Oct010,China Eastern Airlines,China,"10,606",318.2,14.6,"9,231",131.5,0.5,2010
Oct010,China Southern Airlines,China,"10,423",507.5,37.7,"10,115",45.6,24.4,2010
Oct010,Continental Micronesia,Guam,"1,019",0.0,0.0,939,1.8,0.0,2010
Oct010,Delta Air Lines,USA,"8,319",403.6,93.3,"7,181",215.7,0.0,2010
Oct010,Emirates,Malaysia,"2,334",4.5,0.0,"1,630",0.5,0.0,2010
Oct010,Emirates,New Zealand,"27,913","1,514.5",0.0,"25,646",829.5,0.0,2010
Oct010,Emirates,Singapore,"6,529",182.1,19.5,"4,619",268.1,0.0,2010
Oct010,Emirates,Thailand,"2,338",1.3,0.0,"2,273",0.9,0.0,2010
Oct010,Emirates,United Arab Emirates,"76,970","2,761.9",189.5,"45,751","1,711.9",0.3,2010
Oct010,Etihad Airways,Singapore,459,61.4,0.0,278,102.4,0.0,2010
Oct010,Etihad Airways,United Arab Emirates,"23,107",779.2,105.3,"15,180",940.5,25.4,2010
Oct010,Eva Air,Taiwan,"1,807",105.0,7.3,"1,535",32.2,0.0,2010
Oct010,Federal Express Corporation,China,..,..,..,..,36.0,0.0,2010
Oct010,Federal Express Corporation,USA,..,"1,280.1",23.4,..,..,..,2010
Oct010,Garuda Indonesia,Indonesia,"21,968",530.0,11.1,"18,903",112.3,0.0,2010
Oct010,Hawaiian Airlines,USA,"3,762",12.5,1.2,"3,493",33.6,0.0,2010
Oct010,Indonesia AirAsia,Indonesia,"15,985",0.0,0.0,"14,874",0.0,0.0,2010
Oct010,JALways,Japan,"7,425",225.7,193.5,"6,508",354.9,2.3,2010
Oct010,Jetstar,Fiji,"2,553",0.0,0.0,"2,406",0.0,0.0,2010
Oct010,Jetstar,Indonesia,"23,593",348.2,0.0,"21,850",14.2,1.4,2010
Oct010,Jetstar,Japan,"22,152",726.0,7.2,"18,906",243.2,15.7,2010
Oct010,Jetstar,New Zealand,"23,407",25.3,0.0,"24,649",34.3,15.3,2010
Oct010,Jetstar,Singapore,"13,694",13.9,0.0,"11,681",10.8,8.5,2010
Oct010,Jetstar,Thailand,"7,173",268.1,0.0,"5,912",30.9,1.1,2010
Oct010,Jetstar,USA,"5,736",222.6,8.0,"4,559",46.4,0.6,2010
Oct010,Jetstar,Vietnam,"1,959",2.2,0.0,"2,226",0.7,0.0,2010
Oct010,Korean Air,Korea,"13,689",954.6,109.3,"9,813",470.6,6.4,2010
Oct010,LAN Airlines,Chile,"2,553",152.1,9.0,"2,328",107.9,3.8,2010
Oct010,LAN Airlines,New Zealand,"1,981",43.8,0.0,"2,389",65.7,2.0,2010
Oct010,Malaysia Airlines,Indonesia,..,..,..,0,0.0,0.0,2010
Oct010,Malaysia Airlines,Malaysia,"51,364","2,749.8",22.2,"42,076",844.5,0.0,2010
Oct010,Our Airline,Kiribati,19,0.0,0.0,35,0.2,0.0,2010
Oct010,Our Airline,Nauru,138,0.3,0.0,205,11.8,0.6,2010
Oct010,Our Airline,Solomon Islands,5,0.0,0.0,58,0.1,0.0,2010
Oct010,Pacific Air Express,Papua New Guinea,..,4.0,0.0,..,103.9,0.0,2010
Oct010,Pacific Air Express,Solomon Islands,..,5.0,0.0,..,48.1,0.0,2010
Oct010,Pacific Air Express,Vanuatu,..,16.9,0.0,..,4.1,0.0,2010
Oct010,Philippine Airlines,Philippines,"7,564",528.0,2.3,"5,625",116.2,0.0,2010
Oct010,Qantas Airways,Argentina,"3,314",27.6,0.0,"2,956",46.0,1.0,2010
Oct010,Qantas Airways,China,"7,428",739.9,52.3,"6,130",272.3,3.8,2010
Oct010,Qantas Airways,Germany,"4,352",128.7,14.1,"2,759",19.2,42.6,2010
Oct010,Qantas Airways,Hong Kong (SAR),"27,457","1,734.0",23.9,"23,423",504.4,32.1,2010
Oct010,Qantas Airways,India,633,55.7,0.0,279,0.5,0.8,2010
Oct010,Qantas Airways,Indonesia,"3,383",89.5,0.0,"2,790",103.4,2.7,2010
Oct010,Qantas Airways,Japan,"12,325",294.6,32.2,"10,226",435.8,45.3,2010
Oct010,Qantas Airways,Korea,..,..,..,..,11.5,0.0,2010
Oct010,Qantas Airways,New Caledonia,"2,549",0.8,0.3,"2,486",13.8,2.2,2010
Oct010,Qantas Airways,New Zealand,"51,793",939.4,7.3,"52,823","1,406.8",173.6,2010
Oct010,Qantas Airways,Papua New Guinea,"2,173",0.0,0.0,"1,922",0.0,0.0,2010
Oct010,Qantas Airways,Philippines,"3,270",22.8,5.8,"2,702",53.0,1.6,2010
Oct010,Qantas Airways,Singapore,"47,480","1,637.1",80.8,"34,527","1,601.1",137.2,2010
Oct010,Qantas Airways,South Africa,"8,236",120.9,4.3,"6,478",67.9,9.3,2010
Oct010,Qantas Airways,Thailand,"3,734",121.7,6.2,"2,858",133.0,14.1,2010
Oct010,Qantas Airways,UK,"20,376",506.3,82.2,"14,172",91.4,102.6,2010
Oct010,Qantas Airways,USA,"51,972","2,529.6",311.6,"43,900",277.6,149.9,2010
Oct010,Qantas Airways,Vietnam,..,..,..,..,4.5,0.0,2010
Oct010,Qatar Airways,Qatar,"6,975",345.7,0.1,"3,285",288.5,0.0,2010
Oct010,Royal Brunei Airlines,Brunei,"8,207",128.9,0.2,"5,802",135.3,0.0,2010
Oct010,Singapore Airlines,New Zealand,..,204.4,0.0,..,781.0,0.0,2010
Oct010,Singapore Airlines,Singapore,"118,962","6,643.4",166.8,"94,491","3,725.9",0.6,2010
Oct010,Solomon Airlines,Solomon Islands,"1,283",3.5,0.0,"1,230",12.2,0.0,2010
Oct010,South African Airways,South Africa,"6,092",47.2,1.2,"4,748",323.4,1.5,2010
Oct010,Tasman Cargo Airlines,New Zealand,..,380.3,0.0,..,401.6,0.0,2010
Oct010,Thai Airways International,Thailand,"43,437","2,763.1",191.9,"32,245","1,154.2",3.8,2010
Oct010,Tiger Airways,Singapore,"4,309",0.0,0.0,"3,529",0.0,0.0,2010
Oct010,United Airlines,USA,"22,291",3.4,47.7,"17,447",479.1,7.5,2010
Oct010,United Parcel Service,China,..,..,..,..,2.6,0.0,2010
Oct010,United Parcel Service,Singapore,..,..,..,..,52.1,0.0,2010
Oct010,United Parcel Service,USA,..,"1,611.4",0.0,..,..,..,2010
Oct010,V Australia,Fiji,"5,097",32.6,0.0,"4,249",16.4,0.0,2010
Oct010,V Australia,South Africa,"2,643",8.4,0.0,"2,331",36.1,0.0,2010
Oct010,V Australia,Thailand,"4,879",215.3,0.0,"4,342",0.8,0.0,2010
Oct010,V Australia,USA,"16,563",299.2,0.0,"13,381",358.5,0.0,2010
Oct010,Vietnam Airlines,Vietnam,"10,377",416.4,0.0,"7,556",94.9,0.0,2010
Oct010,Virgin Atlantic Airways,Hong Kong (SAR),"5,454",577.0,0.0,"3,876",176.7,0.0,2010
Oct010,Virgin Atlantic Airways,UK,"3,117",51.1,0.0,"1,800",36.6,0.0,2010
Oct010,Virgin Australia,Fiji,"9,333",4.1,0.0,"9,135",9.2,0.0,2010
Oct010,Virgin Australia,Indonesia,"18,594",0.0,0.0,"17,005",0.0,0.0,2010
Oct010,Virgin Australia,New Zealand,"39,142",101.6,0.0,"45,700",69.8,0.0,2010
Oct010,Virgin Australia,Papua New Guinea,"2,135",2.5,0.0,"1,948",20.3,0.0,2010
Oct010,Virgin Australia,Solomon Islands,802,0.0,0.0,874,5.7,0.0,2010
Oct010,Virgin Australia,Thailand,"1,797",0.0,0.0,"1,448",0.0,0.0,2010
Oct010,Virgin Australia,Tonga,"1,034",3.3,0.0,900,1.2,0.0,2010
Oct010,Virgin Australia,Vanuatu,"2,937",1.4,0.0,"2,605",17.8,0.0,2010
Oct010,Virgin Samoa,Western Samoa,"2,111",0.8,0.0,"1,690",1.7,0.0,2010
Nov010,Aerolineas Argentinas,Argentina,"1,769",20.7,2.1,"2,397",62.0,0.0,2010
Nov010,Aerolineas Argentinas,New Zealand,953,65.3,0.0,865,78.2,0.0,2010
Nov010,Air Austral,Reunion,888,2.1,0.0,764,44.7,0.0,2010
Nov010,Air Australia,Indonesia,757,0.0,0.0,825,0.0,0.0,2010
Nov010,Air Caledonie,New Caledonia,"3,610",2.2,0.7,"3,420",73.3,1.8,2010
Nov010,Air Canada,Canada,"6,073",266.5,47.9,"6,310",217.7,18.1,2010
Nov010,Air China,China,"12,001",465.5,39.0,"12,010",195.0,6.7,2010
Nov010,Air Mauritius,Mauritius,"1,682",96.3,0.0,"1,507",52.9,0.0,2010
Nov010,Air New Zealand,New Zealand,"94,242","1,883.0",311.3,"95,060","1,779.1",8.7,2010
Nov010,Air Niugini,Papua New Guinea,"7,532",122.1,0.7,"8,060",237.3,13.5,2010
Nov010,Air Pacific,Fiji,"16,912",516.6,2.3,"15,502",239.1,11.0,2010
Nov010,Air Vanuatu,Vanuatu,"3,706",11.0,3.2,"3,792",35.2,3.7,2010
Nov010,AirAsia X,Malaysia,"26,467",957.4,0.0,"27,648",70.3,0.0,2010
Nov010,Airlines PNG,Papua New Guinea,116,0.1,0.0,171,2.2,0.0,2010
Nov010,Asiana Airlines,Korea,"6,504",221.2,38.5,"7,340",129.1,0.0,2010
Nov010,British Airways,Singapore,"3,132",145.3,0.0,"2,485",164.5,0.0,2010
Nov010,British Airways,Thailand,"3,439",66.9,0.0,"3,119",39.3,0.0,2010
Nov010,British Airways,UK,"8,432",364.2,63.5,"6,954",166.9,0.0,2010
Nov010,Cathay Pacific Airways,Hong Kong (SAR),"57,635","4,455.6",353.6,"61,677","2,643.0",33.4,2010
Nov010,China Airlines,Taiwan,"6,035",198.8,11.8,"7,721",113.0,0.3,2010
Nov010,China Eastern Airlines,China,"9,898",193.3,12.5,"9,343",181.4,0.4,2010
Nov010,China Southern Airlines,China,"18,721","1,020.0",65.2,"21,544",47.2,24.7,2010
Nov010,Continental Micronesia,Guam,942,0.3,0.0,"1,083",0.8,0.0,2010
Nov010,Delta Air Lines,USA,"6,285",305.2,89.3,"7,224",232.1,0.0,2010
Nov010,Emirates,Malaysia,"2,255",6.4,0.0,"2,885",46.6,0.0,2010
Nov010,Emirates,New Zealand,"24,155","1,727.7",1.6,"23,508",960.3,0.0,2010
Nov010,Emirates,Singapore,"7,398",193.0,13.1,"7,513",349.7,0.0,2010
Nov010,Emirates,Thailand,"2,967",4.1,0.0,"2,016",0.1,0.0,2010
Nov010,Emirates,United Arab Emirates,"49,864","2,422.0",173.6,"47,989","2,214.5",1.5,2010
Nov010,Etihad Airways,Singapore,622,64.1,0.0,559,101.0,0.0,2010
Nov010,Etihad Airways,United Arab Emirates,"19,070",863.3,73.2,"18,008","1,048.3",30.1,2010
Nov010,Eva Air,Taiwan,"1,268",105.5,8.3,"1,792",26.7,0.0,2010
Nov010,Federal Express Corporation,China,..,..,..,..,28.8,0.0,2010
Nov010,Federal Express Corporation,USA,..,"1,087.7",24.6,..,..,..,2010
Nov010,Garuda Indonesia,Indonesia,"18,191",583.6,17.0,"18,612",142.9,0.2,2010
Nov010,Hawaiian Airlines,USA,"3,288",21.3,3.9,"3,609",32.7,0.0,2010
Nov010,Indonesia AirAsia,Indonesia,"12,456",0.0,0.0,"11,829",0.0,0.0,2010
Nov010,JALways,Japan,"6,761",72.8,173.8,"6,682",279.5,0.5,2010
Nov010,Jetstar,Fiji,"2,421",0.0,0.0,"2,545",0.0,0.0,2010
Nov010,Jetstar,Indonesia,"17,085",319.2,0.0,"17,928",14.1,7.8,2010
Nov010,Jetstar,Japan,"22,598",632.7,6.1,"23,427",250.9,20.6,2010
Nov010,Jetstar,New Zealand,"21,115",31.8,0.0,"22,762",42.5,18.2,2010
Nov010,Jetstar,Singapore,"7,399",23.5,0.0,"8,496",13.0,10.4,2010
Nov010,Jetstar,Thailand,"5,875",263.5,0.0,"6,250",21.2,3.7,2010
Nov010,Jetstar,USA,"4,845",114.5,6.5,"4,950",59.6,0.4,2010
Nov010,Jetstar,Vietnam,"2,355",7.4,0.0,"2,794",0.3,0.0,2010
Nov010,Jetstar Asia,Singapore,"3,271",0.0,0.0,"3,748",0.0,0.0,2010
Nov010,Korean Air,Korea,"11,846","1,114.7",91.5,"13,918",428.8,3.7,2010
Nov010,LAN Airlines,Chile,"2,472",298.1,9.4,"3,086",111.7,5.0,2010
Nov010,LAN Airlines,New Zealand,"2,351",35.9,0.0,"2,291",81.9,0.0,2010
Nov010,Malaysia Airlines,Indonesia,..,..,..,0,0.0,0.0,2010
Nov010,Malaysia Airlines,Malaysia,"44,097","3,045.4",21.1,"48,443","1,074.3",0.0,2010
Nov010,Our Airline,Kiribati,25,0.0,0.0,41,0.5,0.0,2010
Nov010,Our Airline,Nauru,135,0.6,0.0,155,7.0,0.4,2010
Nov010,Our Airline,Solomon Islands,21,0.1,0.0,42,0.0,0.0,2010
Nov010,Pacific Air Express,Papua New Guinea,..,2.5,0.0,..,94.9,0.0,2010
Nov010,Pacific Air Express,Solomon Islands,..,5.5,0.0,..,42.8,0.0,2010
Nov010,Pacific Air Express,Vanuatu,..,6.6,0.0,..,3.9,0.0,2010
Nov010,Philippine Airlines,Philippines,"5,192",248.8,0.4,"5,099",100.0,0.0,2010
Nov010,Qantas Airways,Argentina,"2,886",63.7,0.0,"3,351",33.7,1.1,2010
Nov010,Qantas Airways,China,"5,990",924.7,42.1,"5,665",111.5,3.7,2010
Nov010,Qantas Airways,Germany,"3,547",153.1,14.4,"3,162",16.3,54.5,2010
Nov010,Qantas Airways,Hong Kong (SAR),"22,998","1,873.0",20.1,"21,444",630.0,37.1,2010
Nov010,Qantas Airways,India,611,47.7,0.0,494,1.1,1.0,2010
Nov010,Qantas Airways,Indonesia,"2,606",172.3,0.0,"3,243",111.6,3.2,2010
Nov010,Qantas Airways,Japan,"10,124",250.3,28.0,"9,751",279.5,41.5,2010
Nov010,Qantas Airways,Korea,..,..,..,..,19.2,0.0,2010
Nov010,Qantas Airways,Macau,..,..,..,..,26.5,0.0,2010
Nov010,Qantas Airways,New Caledonia,"2,263",0.2,0.3,"2,535",12.7,1.7,2010
Nov010,Qantas Airways,New Zealand,"47,890","1,065.4",11.5,"49,483","1,523.2",192.3,2010
Nov010,Qantas Airways,Papua New Guinea,"2,264",0.0,0.0,"2,041",0.0,0.0,2010
Nov010,Qantas Airways,Philippines,"3,344",64.2,6.4,"3,938",108.3,2.1,2010
Nov010,Qantas Airways,Singapore,"39,416","1,499.1",68.6,"34,606","1,696.8",183.7,2010
Nov010,Qantas Airways,South Africa,"6,688",110.4,5.0,"6,639",49.2,13.3,2010
Nov010,Qantas Airways,Thailand,"3,048",102.8,1.9,"2,418",58.6,16.6,2010
Nov010,Qantas Airways,UK,"14,151",459.6,63.4,"13,083",87.3,162.2,2010
Nov010,Qantas Airways,USA,"39,445","2,192.8",241.9,"41,346",379.3,146.5,2010
Nov010,Qantas Airways,Vietnam,..,..,..,..,12.1,0.0,2010
Nov010,Qatar Airways,Qatar,"4,414",392.1,0.1,"4,325",496.1,0.0,2010
Nov010,Royal Brunei Airlines,Brunei,"6,000",177.2,0.0,"6,529",214.9,0.0,2010
Nov010,Singapore Airlines,New Zealand,..,351.5,0.0,..,702.4,0.0,2010
Nov010,Singapore Airlines,Singapore,"103,298","6,078.2",162.7,"109,665","3,775.9",0.6,2010
Nov010,Solomon Airlines,Solomon Islands,"1,259",4.2,0.0,"1,466",8.7,0.0,2010
Nov010,South African Airways,South Africa,"4,460",66.8,1.4,"5,581",427.3,3.4,2010
Nov010,Tasman Cargo Airlines,New Zealand,..,473.4,0.0,..,455.1,0.0,2010
Nov010,Thai Airways International,Thailand,"30,315","2,931.2",213.2,"35,614","1,091.4",7.4,2010
Nov010,Tiger Airways,Singapore,"3,647",0.0,0.0,"4,099",0.0,0.0,2010
Nov010,United Airlines,USA,"19,377",6.8,86.6,"19,355",443.1,4.2,2010
Nov010,United Parcel Service,Singapore,..,..,..,..,97.3,0.0,2010
Nov010,United Parcel Service,USA,..,"1,868.5",0.0,..,..,..,2010
Nov010,V Australia,South Africa,"2,248",6.6,0.0,"2,366",97.1,0.0,2010
Nov010,V Australia,Thailand,"3,355",191.1,0.0,"3,616",1.6,0.0,2010
Nov010,V Australia,USA,"15,007",328.9,0.0,"14,356",467.1,0.0,2010
Nov010,Vietnam Airlines,Vietnam,"6,875",504.3,0.0,"9,164",79.5,0.0,2010
Nov010,Virgin Atlantic Airways,Hong Kong (SAR),"4,437",523.4,0.0,"4,997",219.2,0.0,2010
Nov010,Virgin Atlantic Airways,UK,"1,885",49.3,0.0,"1,871",38.7,0.0,2010
Nov010,Virgin Australia,Fiji,"11,159",8.0,0.0,"11,022",19.8,0.0,2010
Nov010,Virgin Australia,Indonesia,"16,536",0.0,0.0,"15,845",0.0,0.0,2010
Nov010,Virgin Australia,New Zealand,"35,203",110.4,0.0,"40,645",73.1,0.0,2010
Nov010,Virgin Australia,Papua New Guinea,"1,756",0.0,0.0,"1,963",16.1,0.0,2010
Nov010,Virgin Australia,Solomon Islands,908,0.0,0.0,981,5.0,0.0,2010
Nov010,Virgin Australia,Thailand,"1,268",0.0,0.0,"1,363",0.0,0.0,2010
Nov010,Virgin Australia,Tonga,"1,039",2.4,0.0,"1,129",0.9,0.0,2010
Nov010,Virgin Australia,Vanuatu,"2,519",3.0,0.0,"2,271",15.5,0.0,2010
Nov010,Virgin Samoa,Western Samoa,"1,327",0.4,0.0,"1,730",2.0,0.0,2010
Dec010,Aerolineas Argentinas,Argentina,"2,669",22.7,1.9,"3,330",65.1,0.0,2011
Dec010,Aerolineas Argentinas,New Zealand,"1,066",75.7,0.0,"1,077",80.2,0.0,2011
Dec010,Air Austral,Reunion,"1,145",0.3,0.0,861,30.9,0.0,2011
Dec010,Air Australia,Indonesia,"1,248",0.0,0.0,"2,335",0.0,0.0,2011
Dec010,Air Caledonie,New Caledonia,"5,460",2.6,1.0,"4,447",156.5,2.6,2011
Dec010,Air Canada,Canada,"7,067",236.0,71.8,"7,920",209.9,47.8,2011
Dec010,Air China,China,"14,896",686.9,40.1,"17,693",297.7,8.1,2011
Dec010,Air Mauritius,Mauritius,"2,183",81.0,0.0,"3,485",37.7,0.0,2011
Dec010,Air New Zealand,New Zealand,"102,312","1,883.4",426.3,"115,978","1,645.2",63.5,2011
Dec010,Air Niugini,Papua New Guinea,"9,193",128.1,0.9,"7,560",276.2,15.7,2011
Dec010,Air Pacific,Fiji,"17,403",507.9,3.3,"19,995",271.5,12.7,2011
Dec010,Air Vanuatu,Vanuatu,"4,090",4.5,4.7,"4,932",43.1,4.5,2011
Dec010,AirAsia X,Malaysia,"30,797","1,012.0",0.0,"42,149",224.5,0.0,2011
Dec010,Airlines PNG,Papua New Guinea,178,0.4,0.0,133,2.2,0.0,2011
Dec010,Asiana Airlines,Korea,"7,165",194.0,44.2,"8,099",138.5,0.0,2011
Dec010,British Airways,Singapore,"3,270",123.8,0.0,"3,496",163.3,0.0,2011
Dec010,British Airways,Thailand,"3,075",59.3,0.0,"4,035",31.6,0.0,2011
Dec010,British Airways,UK,"7,967",281.3,63.0,"8,277",177.6,0.0,2011
Dec010,Cathay Pacific Airways,Hong Kong (SAR),"63,178","3,836.3",367.4,"75,159","3,284.1",109.6,2011
Dec010,China Airlines,Taiwan,"7,499",167.3,13.5,"8,838",133.0,0.0,2011
Dec010,China Eastern Airlines,China,"12,807",262.3,14.9,"14,742",200.3,0.5,2011
Dec010,China Southern Airlines,China,"18,388",838.0,85.4,"26,068",103.2,31.6,2011
Dec010,Continental Micronesia,Guam,"1,130",0.1,0.0,"1,276",1.8,0.0,2011
Dec010,Delta Air Lines,USA,"6,726",312.3,89.9,"7,755",214.4,0.0,2011
Dec010,Emirates,Malaysia,"2,006",14.6,0.0,"7,820",2.9,0.0,2011
Dec010,Emirates,New Zealand,"27,093","1,588.1",0.0,"28,183","1,105.9",14.8,2011
Dec010,Emirates,Singapore,"7,438",211.5,13.6,"14,291",462.6,0.0,2011
Dec010,Emirates,Thailand,"1,985",4.2,0.0,"2,966",0.0,0.0,2011
Dec010,Emirates,United Arab Emirates,"59,284","1,873.5",186.3,"52,585","2,394.8",11.1,2011
Dec010,Etihad Airways,Singapore,350,57.8,0.0,957,84.4,0.0,2011
Dec010,Etihad Airways,United Arab Emirates,"22,011",651.8,74.0,"20,807",875.9,76.8,2011
Dec010,Eva Air,Taiwan,"1,820",38.7,8.9,"1,962",43.3,0.0,2011
Dec010,Federal Express Corporation,China,..,..,..,..,15.0,0.0,2011
Dec010,Federal Express Corporation,USA,..,"1,089.4",44.8,..,..,..,2011
Dec010,Garuda Indonesia,Indonesia,"18,798",489.9,5.9,"23,495",218.6,0.0,2011
Dec010,Hawaiian Airlines,USA,"3,667",5.9,0.7,"4,307",31.8,0.0,2011
Dec010,Indonesia AirAsia,Indonesia,"11,185",0.0,0.0,"16,677",0.0,0.0,2011
Dec010,Japan Airlines,Japan,"5,881",93.4,214.6,"7,299",189.0,0.0,2011
Dec010,Jetstar,Fiji,"2,300",0.0,0.0,"2,613",0.0,0.0,2011
Dec010,Jetstar,Indonesia,"16,557",258.2,0.0,"22,106",25.1,0.6,2011
Dec010,Jetstar,Japan,"21,998",431.6,3.6,"26,667",187.1,31.8,2011
Dec010,Jetstar,New Zealand,"25,042",33.6,2.5,"30,813",38.8,20.2,2011
Dec010,Jetstar,Singapore,"8,372",120.8,3.8,"12,965",99.5,13.3,2011
Dec010,Jetstar,Thailand,"5,855",244.8,0.4,"7,620",25.3,1.4,2011
Dec010,Jetstar,USA,"4,216",109.0,8.1,"5,052",33.4,0.3,2011
Dec010,Jetstar,Vietnam,"1,833",1.2,0.0,"2,847",0.0,0.0,2011
Dec010,Jetstar Asia,Singapore,"3,486",0.0,0.0,"4,756",0.0,0.0,2011
Dec010,Korean Air,Korea,"13,771","1,101.8",105.4,"17,448",487.8,14.8,2011
Dec010,LAN Airlines,Chile,"2,767",266.2,5.1,"2,840",122.5,6.7,2011
Dec010,LAN Airlines,New Zealand,"2,668",33.9,0.0,"3,329",79.9,0.8,2011
Dec010,Malaysia Airlines,Malaysia,"50,632","2,396.4",23.6,"57,635","1,391.3",0.0,2011
Dec010,Our Airline,Kiribati,18,0.1,0.0,48,0.4,0.0,2011
Dec010,Our Airline,Nauru,212,0.2,0.0,184,6.5,0.5,2011
Dec010,Our Airline,Solomon Islands,9,0.0,0.0,27,0.1,0.0,2011
Dec010,Pacific Air Express,Papua New Guinea,..,..,..,..,82.8,0.0,2011
Dec010,Pacific Air Express,Solomon Islands,..,10.1,0.0,..,47.2,0.0,2011
Dec010,Pacific Air Express,Vanuatu,..,5.2,0.0,..,7.3,0.0,2011
Dec010,Philippine Airlines,Philippines,"4,879",358.7,0.0,"8,215",125.4,0.0,2011
Dec010,Qantas Airways,Argentina,"3,121",100.8,0.0,"3,284",34.4,1.2,2011
Dec010,Qantas Airways,China,"5,096",547.6,29.9,"6,213",157.7,3.3,2011
Dec010,Qantas Airways,Germany,"4,197",120.0,16.2,"4,552",10.6,86.2,2011
Dec010,Qantas Airways,Hong Kong (SAR),"20,956","1,435.3",20.9,"23,485",793.6,37.7,2011
Dec010,Qantas Airways,India,768,48.4,0.0,273,0.7,0.8,2011
Dec010,Qantas Airways,Indonesia,"4,007",117.3,0.0,"4,607",140.5,3.3,2011
Dec010,Qantas Airways,Japan,"9,119",183.8,40.5,"11,576",166.2,55.8,2011
Dec010,Qantas Airways,Korea,..,..,..,..,4.6,0.0,2011
Dec010,Qantas Airways,New Caledonia,"2,473",0.5,0.3,"2,118",11.3,3.3,2011
Dec010,Qantas Airways,New Zealand,"49,249","1,093.2",24.1,"57,813","1,229.1",221.5,2011
Dec010,Qantas Airways,Papua New Guinea,"2,779",0.0,0.0,"2,191",0.0,0.0,2011
Dec010,Qantas Airways,Philippines,"3,031",37.8,6.5,"4,386",85.0,2.6,2011
Dec010,Qantas Airways,Singapore,"40,500","1,319.2",64.3,"46,876","1,364.9",247.7,2011
Dec010,Qantas Airways,South Africa,"7,729",129.7,6.5,"6,860",68.2,14.8,2011
Dec010,Qantas Airways,Taiwan,..,..,..,..,188.4,0.0,2011
Dec010,Qantas Airways,Thailand,"3,017",73.3,2.3,"3,279",53.2,17.4,2011
Dec010,Qantas Airways,UK,"17,188",396.5,73.6,"15,997",71.0,305.8,2011
